customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn,gender_encoded,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_mensuelles_fcfa,charges_totales_fcfa,region,forfait,prix_forfait_fcfa,satisfaction_score,segment
6954-OOYZZ,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,0,1,1,0,1,1,False,False,False,False,False,False,False,26610,460830,Treichville,Fibre-25Mbps,25000,4,Actif (6-18m)
7088-FBAWU,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,0,0,1,1,1,0,False,False,False,False,False,False,True,44730,729480,Abidjan-Nord,Fibre-50Mbps,40000,4,Actif (6-18m)
8313-AFGBW,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,0,1,1,0,1,0,False,False,False,True,False,True,False,44160,2113590,Cocody,Fibre-50Mbps,40000,4,VIP (>36m)
3943-KDREE,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,0,0,0,1,1,True,False,False,False,False,False,False,44970,1100970,Yamoussoukro,Fibre-50Mbps,40000,2,Fidele (18-36m)
9239-ZBZZV,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,0,0,0,0,1,False,False,False,False,False,True,False,28770,183060,Cocody,Fibre-25Mbps,25000,2,Nouveau (<6m)
3097-IDVPU,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,0,1,1,1,1,0,False,False,False,False,True,False,False,30060,546270,Cocody,Fibre-25Mbps,25000,4,Fidele (18-36m)
4398-HSCJH,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,1,0,0,0,1,1,False,False,False,False,False,True,False,38160,93390,Treichville,Fibre-50Mbps,40000,2,Nouveau (<6m)
2197-OMWGI,Female,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,0,0,1,1,0,1,False,False,False,True,False,True,False,31800,2193750,Abidjan-Nord,Fibre-25Mbps,25000,4,VIP (>36m)
2303-PJYHN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No,0,0,1,0,1,0,False,True,False,False,False,False,False,11910,31200,Yopougon,Fibre-10Mbps,15000,3,Nouveau (<6m)
9795-VOWON,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No,0,1,0,0,0,1,False,False,True,False,True,False,False,14610,90510,Bouake,Fibre-10Mbps,15000,4,Actif (6-18m)
1237-WIYYZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,0,0,0,0,1,1,False,True,False,False,False,False,True,11730,233550,Abidjan-Sud,Fibre-10Mbps,15000,4,Actif (6-18m)
1987-AUELQ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No,0,0,1,0,1,0,False,True,False,True,True,False,False,15030,1124220,Yopougon,Fibre-10Mbps,15000,4,VIP (>36m)
7852-LECYP,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,0,1,1,0,1,0,True,False,False,False,True,False,False,56280,756600,Plateau,Fibre-100Mbps,75000,5,Actif (6-18m)
4430-UZIPO,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,1,1,0,0,0,1,False,False,False,False,False,False,True,22110,65220,Marcory,Fibre-25Mbps,25000,2,Nouveau (<6m)
4822-LPTYJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No,0,1,1,0,1,1,True,False,False,True,False,False,False,62250,4407720,Cocody,Fibre-100Mbps,75000,4,VIP (>36m)
8165-CBKXO,Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No,0,1,1,1,0,1,False,False,False,True,True,False,False,34050,2225040,Yopougon,Fibre-25Mbps,25000,3,VIP (>36m)
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,0,1,1,1,1,1,False,True,True,False,True,False,False,12480,281790,Cocody,Fibre-10Mbps,15000,4,Fidele (18-36m)
4855-SNKMY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,1,0,0,0,1,1,False,False,False,False,False,True,False,26460,26460,Marcory,Fibre-25Mbps,25000,3,Nouveau (<6m)
9593-CVZKR,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,0,0,1,1,1,1,False,True,False,True,False,False,True,14670,831510,Abidjan-Sud,Fibre-10Mbps,15000,4,VIP (>36m)
8595-SIZNC,Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No,0,0,1,0,1,0,False,True,True,False,False,False,False,15360,329280,Plateau,Fibre-10Mbps,15000,3,Fidele (18-36m)
8008-HAWED,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,1,1,0,0,0,1,False,False,False,False,False,True,False,30450,427650,Abidjan-Nord,Fibre-25Mbps,25000,2,Actif (6-18m)
7124-UGSUR,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,0,1,0,1,1,True,False,True,False,True,False,False,62640,3843000,Cocody,Fibre-100Mbps,75000,1,VIP (>36m)
1862-SKORY,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,1,0,1,0,0,1,False,False,False,False,False,True,False,23580,982440,Abidjan-Sud,Fibre-25Mbps,25000,2,VIP (>36m)
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,0,0,0,0,1,0,False,False,False,False,False,False,False,35790,1521930,Yopougon,Fibre-25Mbps,25000,5,VIP (>36m)
4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No,0,0,1,1,1,1,False,False,False,True,False,False,False,49980,3625620,Cocody,Fibre-50Mbps,40000,4,VIP (>36m)
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,0,0,0,0,1,1,True,False,False,False,True,False,False,47730,574950,Marcory,Fibre-50Mbps,40000,3,Actif (6-18m)
5846-ABOBJ,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No,0,1,1,0,1,0,False,True,False,True,False,False,False,14670,1038390,Yamoussoukro,Fibre-10Mbps,15000,3,VIP (>36m)
1439-LCGVL,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,0,0,1,0,1,0,False,True,True,False,False,False,True,11520,275760,Cocody,Fibre-10Mbps,15000,4,Fidele (18-36m)
0909-SDHNU,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,0,0,0,1,0,0,False,False,False,False,False,False,True,17880,121170,Plateau,Fibre-10Mbps,15000,5,Actif (6-18m)
4647-XXZAM,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,0,0,1,1,1,0,False,False,False,False,False,False,True,27300,171120,Marcory,Fibre-25Mbps,25000,3,Nouveau (<6m)
1502-XFCVR,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,0,0,0,1,1,True,False,True,False,False,True,False,63870,3687510,Yopougon,Fibre-100Mbps,75000,1,VIP (>36m)
7740-KKCXF,Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No,0,1,1,0,0,1,False,False,False,False,True,False,False,18030,917670,Marcory,Fibre-10Mbps,15000,3,VIP (>36m)
5360-XGYAZ,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,0,1,1,1,0,1,False,False,False,True,False,False,False,39390,2798700,Marcory,Fibre-50Mbps,40000,3,VIP (>36m)
9692-TUSXH,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,57630,1044420,Abidjan-Nord,Fibre-100Mbps,75000,2,Actif (6-18m)
7912-SYRQT,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,1,0,0,0,1,1,True,False,False,False,False,False,False,45060,331770,Abidjan-Nord,Fibre-50Mbps,40000,3,Actif (6-18m)
3557-HTYWR,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,No,0,0,0,0,1,0,False,False,False,True,False,False,True,44430,2097780,Yopougon,Fibre-50Mbps,40000,4,VIP (>36m)
4816-JBHOV,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,1,1,0,0,1,1,False,False,False,False,False,True,False,26820,56220,Abidjan-Nord,Fibre-25Mbps,25000,1,Nouveau (<6m)
8920-NAVAY,Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No,0,1,0,0,1,1,True,False,True,False,False,False,False,66450,4232010,Marcory,Fibre-100Mbps,75000,4,VIP (>36m)
1699-TLDLZ,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,No,0,0,1,1,1,0,False,True,False,True,False,False,True,11820,180930,San-Pedro,Fibre-10Mbps,15000,3,Actif (6-18m)
5600-PDUJF,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,0,1,0,0,1,1,False,False,False,False,True,False,False,29700,187620,Yopougon,Fibre-25Mbps,25000,5,Nouveau (<6m)
8292-TYSPY,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,1,1,0,0,1,1,False,False,False,False,True,False,False,33000,627900,Yopougon,Fibre-25Mbps,25000,1,Fidele (18-36m)
0567-XRHCU,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No,0,0,1,1,0,1,False,False,False,True,True,False,False,26370,1776060,Plateau,Fibre-25Mbps,25000,3,VIP (>36m)
1867-BDVFH,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,1,1,1,1,1,True,False,False,False,False,True,False,44610,500520,Plateau,Fibre-50Mbps,40000,3,Actif (6-18m)
2067-QYTCF,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No,0,0,1,0,1,1,True,False,False,False,False,True,False,66690,4172040,Bouake,Fibre-100Mbps,75000,5,VIP (>36m)
2359-QWQUL,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,1,0,1,0,1,1,True,False,True,False,True,False,False,62820,2480910,Treichville,Fibre-100Mbps,75000,2,VIP (>36m)
9103-TCIHJ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,1,0,0,0,1,1,False,False,False,False,False,False,True,33420,539880,Bouake,Fibre-25Mbps,25000,1,Actif (6-18m)
7407-SUJIZ,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No,0,1,0,0,1,0,False,True,False,False,False,False,True,12360,324900,Cocody,Fibre-10Mbps,15000,3,Fidele (18-36m)
9150-KPBJQ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No,0,0,0,0,1,0,False,True,False,True,True,False,False,11790,70110,Yopougon,Fibre-10Mbps,15000,3,Nouveau (<6m)
0052-DCKON,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No,0,1,1,0,1,0,True,False,True,False,False,False,False,69480,4765290,Yopougon,Fibre-100Mbps,75000,4,VIP (>36m)
3654-ARMGP,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No,0,0,0,0,1,0,False,False,False,True,True,False,False,53190,3192750,Cocody,Fibre-100Mbps,75000,5,VIP (>36m)
9699-UBQFS,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No,0,0,1,0,1,1,True,False,False,False,False,True,False,56700,2494080,Yopougon,Fibre-100Mbps,75000,4,VIP (>36m)
9367-TCUYN,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,0,0,0,0,1,0,False,True,False,False,False,False,True,12060,134160,Abidjan-Sud,Fibre-10Mbps,15000,4,Actif (6-18m)
1261-FWTTE,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,0,1,0,0,0,1,False,False,False,False,False,False,False,20790,461070,Abidjan-Nord,Fibre-10Mbps,15000,5,Fidele (18-36m)
3528-HFRIQ,Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No,0,1,1,0,0,1,False,False,False,False,False,False,False,31380,2259030,Abidjan-Sud,Fibre-25Mbps,25000,4,VIP (>36m)
0708-SJDIS,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,0,0,0,0,1,0,False,False,False,False,False,False,True,39000,1294500,Yopougon,Fibre-50Mbps,40000,4,Fidele (18-36m)
4140-WJAWW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,1,0,0,0,1,0,False,True,False,False,True,False,False,11910,64830,Treichville,Fibre-10Mbps,15000,3,Nouveau (<6m)
2073-QBVBI,Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,0,0,1,0,0,0,False,False,True,False,False,False,True,21270,834990,Yopougon,Fibre-25Mbps,25000,4,VIP (>36m)
6928-ONTRW,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,0,0,1,1,1,0,False,True,False,True,True,False,False,11820,827880,Cocody,Fibre-10Mbps,15000,5,VIP (>36m)
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,0,1,0,0,1,1,True,False,False,False,False,True,False,57360,763980,Yamoussoukro,Fibre-100Mbps,75000,3,Actif (6-18m)
5231-FIQPA,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No,0,0,0,0,1,1,False,True,False,True,False,False,True,11910,486270,Abidjan-Nord,Fibre-10Mbps,15000,4,VIP (>36m)
6617-WLBQC,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,0,0,1,1,1,0,True,False,True,False,True,False,False,49110,1086510,Cocody,Fibre-50Mbps,40000,4,Fidele (18-36m)
2599-CIPQE,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No,0,1,1,1,1,0,True,False,False,True,True,False,False,65580,4669710,Bouake,Fibre-100Mbps,75000,4,VIP (>36m)
6653-CBBOM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,42180,42180,Yopougon,Fibre-50Mbps,40000,3,Nouveau (<6m)
8774-GSBUN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No,0,1,1,0,1,0,False,True,False,True,False,False,True,15240,1078260,Plateau,Fibre-10Mbps,15000,3,VIP (>36m)
7326-RIGQZ,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No,0,1,1,1,1,1,True,False,False,False,False,True,False,41880,226710,Yopougon,Fibre-50Mbps,40000,4,Nouveau (<6m)
1401-FTHFQ,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No,0,1,1,1,1,1,False,True,True,False,True,False,False,12000,267180,Yamoussoukro,Fibre-10Mbps,15000,4,Fidele (18-36m)
3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,1,1,0,1,0,True,False,False,False,False,True,False,51330,511050,Yamoussoukro,Fibre-100Mbps,75000,2,Actif (6-18m)
0254-FNMCI,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,0,0,0,0,1,1,True,False,False,True,False,True,False,65940,4574520,Marcory,Fibre-100Mbps,75000,4,VIP (>36m)
1848-LBZHY,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,0,0,1,0,1,1,False,False,False,False,False,False,False,30180,213060,Abidjan-Sud,Fibre-25Mbps,25000,3,Actif (6-18m)
6101-IMRMM,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,1,1,0,1,1,0,True,False,False,False,False,False,True,56700,345270,Yopougon,Fibre-100Mbps,75000,1,Nouveau (<6m)
8118-TJAFG,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No,0,1,1,1,1,1,True,False,False,False,False,True,False,60900,544110,Abidjan-Nord,Fibre-100Mbps,75000,4,Actif (6-18m)
5429-LWCMV,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,0,0,0,0,1,1,True,False,False,False,False,True,False,53490,634530,Abidjan-Nord,Fibre-100Mbps,75000,3,Actif (6-18m)
7298-IZWLY,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,0,0,0,1,1,False,True,False,False,False,False,True,11640,11640,Abidjan-Sud,Fibre-10Mbps,15000,5,Nouveau (<6m)
9758-MFWGD,Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,0,0,1,1,0,0,False,False,True,False,False,False,False,17940,833250,Cocody,Fibre-10Mbps,15000,5,VIP (>36m)
3955-JBZZM,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,0,1,0,0,1,0,True,False,False,False,False,True,False,47280,984780,Yopougon,Fibre-50Mbps,40000,4,Fidele (18-36m)
1268-ASBGA,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,1,0,1,0,1,1,True,False,False,False,True,False,False,51210,825090,Yamoussoukro,Fibre-100Mbps,75000,3,Actif (6-18m)
8943-URTMR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,0,0,0,1,1,True,False,False,False,False,False,True,47790,91620,San-Pedro,Fibre-50Mbps,40000,1,Nouveau (<6m)
4815-TUMEQ,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No,0,0,0,0,1,1,False,True,True,False,False,False,True,11580,111120,Marcory,Fibre-10Mbps,15000,3,Actif (6-18m)
4713-LZDRV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,47760,117030,Abidjan-Sud,Fibre-50Mbps,40000,1,Nouveau (<6m)
9909-IDLEK,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,No,0,1,1,1,1,0,True,False,False,False,False,False,True,58080,1096020,Bouake,Fibre-100Mbps,75000,3,Fidele (18-36m)
4092-OFQZS,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,No,0,1,1,0,1,0,False,True,True,False,False,False,True,12390,250500,Plateau,Fibre-10Mbps,15000,4,Fidele (18-36m)
1561-BWHIN,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,No,0,1,1,1,1,0,False,True,True,False,False,False,True,11880,206700,Marcory,Fibre-10Mbps,15000,5,Fidele (18-36m)
4325-NFSKC,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,1,1,0,0,1,1,True,False,False,False,False,True,False,54360,996000,Abidjan-Nord,Fibre-100Mbps,75000,2,Fidele (18-36m)
9927-DSWDF,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,No,0,1,1,0,1,1,True,False,False,False,False,True,False,62760,1308330,Cocody,Fibre-100Mbps,75000,4,Fidele (18-36m)
9500-LTVBP,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,No,0,0,0,0,1,0,True,False,False,False,True,False,False,48030,1701540,Marcory,Fibre-50Mbps,40000,4,Fidele (18-36m)
7252-NTGSS,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,0,0,0,0,1,0,False,False,False,False,False,False,True,27090,27090,Yamoussoukro,Fibre-25Mbps,25000,5,Nouveau (<6m)
8149-AIQCG,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,No,0,1,0,0,1,1,True,False,False,False,True,False,False,43890,1638510,Cocody,Fibre-50Mbps,40000,4,VIP (>36m)
1360-JYXKQ,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,0,0,1,0,1,1,True,False,True,False,False,True,False,59460,3262260,Cocody,Fibre-100Mbps,75000,4,VIP (>36m)
2955-PSXOE,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,0,0,0,1,1,False,True,False,False,False,False,False,12120,12120,Abidjan-Sud,Fibre-10Mbps,15000,3,Nouveau (<6m)
7762-URZQH,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,1,1,1,0,1,1,True,False,False,True,True,False,False,63630,4188810,Yopougon,Fibre-100Mbps,75000,1,VIP (>36m)
0899-WZRSD,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,No,0,1,0,0,1,1,True,False,False,False,False,False,True,63210,3476670,Cocody,Fibre-100Mbps,75000,4,VIP (>36m)
3255-GRXMG,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,0,1,0,1,1,1,False,False,False,False,True,False,False,27390,448320,Bouake,Fibre-25Mbps,25000,3,Actif (6-18m)
4828-FAZPK,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,0,0,1,1,1,1,True,False,False,False,True,False,False,47970,760770,Abidjan-Sud,Fibre-50Mbps,40000,4,Actif (6-18m)
